 bare coating, constant channel, iterate over lens_dia, well_diff, det_rad, n_well (pdms =1.43 and silicon = 3.45), n_oil (pdms=1.43, oil=1.52), n_lens (1.76, 2.1),,,,,,,,,,,
 EMISSION (um), N_WELL , N_OIL, N_LENS, COAT_REFL, LENS_DIA (um), EFF (um), BFL (um), CHAN WIDTH (um), WELL HEIGHT (um), WELL DIFF HEIGHT (um), WELL WIDTH (um), SLIDE_HEIGHT (um), AIR_GAP (um), WD (um), DET_RAD (um), \NUMBEROFRAYS.\, \RAYS_AREA.\, \BASENUMBEROFRAYS.\, \BASERAYS_AREA.\  ,
0.59,1.43,1.43,2.1,-1,400,313.43,113.43,25,228.4328358,28.43283582,400,75,2,503.4,91.6666666,0,17,0,0.000643986,
0.59,1.43,1.43,2.1,-1,400,313.43,113.43,25,228.4328358,28.43283582,400,75,2,503.4,105.555555,0,26,0,0.000742782,
0.59,1.43,1.43,2.1,-1,400,313.43,113.43,25,228.4328358,28.43283582,400,75,2,503.4,119.444444,0,32,0,0.000713951,
0.59,1.43,1.43,2.1,-1,400,313.43,113.43,25,228.4328358,28.43283582,400,75,2,503.4,133.333333,0,64,0,0.001145917,
0.59,1.43,1.43,2.1,-1,400,313.43,113.43,25,228.4328358,28.43283582,400,75,2,503.4,147.222222,0,66,0,0.000969277,
0.59,1.43,1.43,2.1,-1,400,313.43,113.43,25,228.4328358,28.43283582,400,75,2,503.4,161.111111,0,66,0,0.000809363,
0.59,1.43,1.43,2.1,-1,400,313.43,113.43,25,228.4328358,28.43283582,400,75,2,503.4,175,0,66,0,0.000685991,
0.59,1.43,1.43,2.1,-1,400,313.43,113.43,25,228.4328358,28.43283582,400,75,2,503.4,188.888888,0,66,0,0.000588819,
0.59,1.43,1.43,2.1,-1,400,313.43,113.43,25,228.4328358,28.43283582,400,75,2,503.4,202.777777,0,66,0,0.000510921,
0.59,1.43,1.43,2.1,-1,400,313.43,113.43,25,228.4328358,28.43283582,400,75,2,503.4,216.666666,0,66,0,0.000447518,
0.59,1.43,1.43,2.1,-1,400,313.43,113.43,25,228.4328358,28.43283582,400,75,2,503.4,230.555555,0,66,0,0.000395224,
0.59,1.43,1.43,2.1,-1,400,313.43,113.43,25,228.4328358,28.43283582,400,75,2,503.4,244.444444,0,67,0,0.000356915,
0.59,1.43,1.43,2.1,-1,400,313.43,113.43,25,228.4328358,28.43283582,400,75,2,503.4,258.333333,0,67,0,0.000319569,
0.59,1.43,1.43,2.1,-1,400,313.43,113.43,25,228.4328358,28.43283582,400,75,2,503.4,272.222222,0,67,0,0.000287792,
0.59,1.43,1.43,2.1,-1,400,313.43,113.43,25,228.4328358,28.43283582,400,75,2,503.4,286.111111,0,68,0,0.000264417,
0.59,1.43,1.43,2.1,-1,400,313.43,113.43,25,228.4328358,28.43283582,400,75,2,503.4,300,0,68,0,0.000240501,
0.59,1.43,1.43,2.1,-1,400,313.43,113.43,25,228.4328358,28.43283582,400,75,2,503.4,50,0,6,0,0.000763944,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,50,0,2,0,0.000254648,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,63.8888888,0,3,0,0.000233949,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,77.7777777,0,4,0,0.000210474,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,91.6666666,0,6,0,0.000227289,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,105.555555,0,8,0,0.000228548,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,119.444444,0,17,0,0.000379287,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,133.333333,0,38,0,0.000680388,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,147.222222,0,64,0,0.000939905,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,161.111111,0,64,0,0.000784837,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,175,0,64,0,0.000665203,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,188.888888,0,64,0,0.000570976,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,202.777777,0,64,0,0.000495438,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,216.666666,0,64,0,0.000433957,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,230.555555,0,64,0,0.000383247,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,244.444444,0,64,0,0.000340934,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,258.333333,0,65,0,0.000310029,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,272.222222,0,65,0,0.000279201,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,286.111111,0,66,0,0.00025664,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,300,0,66,0,0.000233427,
0.59,1.43,1.43,2.1,-1,440,344.77,124.77,25,259.7761194,39.7761194,440,75,2,554.7,50,0,2,0,0.000254648,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,50,0,1,0,0.000127324,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,63.8888888,0,2,0,0.000155966,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,77.7777777,0,4,0,0.000210474,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,91.6666666,0,6,0,0.000227289,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,105.555555,0,9,0,0.000257117,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,119.444444,0,11,0,0.000245421,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,133.333333,0,23,0,0.000411814,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,147.222222,0,45,0,0.00066087,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,161.111111,0,66,0,0.000809363,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,175,0,66,0,0.000685991,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,188.888888,0,66,0,0.000588819,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,202.777777,0,66,0,0.000510921,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,216.666666,0,66,0,0.000447518,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,230.555555,0,66,0,0.000395224,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,244.444444,0,66,0,0.000351588,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,258.333333,0,66,0,0.000314799,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,272.222222,0,66,0,0.000283496,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,286.111111,0,66,0,0.00025664,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,300,0,66,0,0.000233427,
0.59,1.43,1.43,2.1,-1,480,376.11,136.11,25,291.119403,51.11940299,480,75,2,606.1,50,0,1,0,0.000127324,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,50,0,2,0,0.000254648,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,63.8888888,0,6,0,0.000467898,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,77.7777777,0,8,0,0.000420949,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,91.6666666,0,12,0,0.000454578,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,105.555555,0,16,0,0.000457097,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,119.444444,0,18,0,0.000401598,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,133.333333,0,25,0,0.000447624,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,147.222222,0,31,0,0.000455266,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,161.111111,0,45,0,0.000551839,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,175,0,73,0,0.000758747,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,188.888888,0,73,0,0.000651269,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,202.777777,0,73,0,0.00056511,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,216.666666,0,73,0,0.000494982,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,230.555555,0,73,0,0.000437142,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,244.444444,0,73,0,0.000388878,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,258.333333,0,73,0,0.000348187,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,272.222222,0,73,0,0.000313564,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,286.111111,0,73,0,0.00028386,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,300,0,73,0,0.000258185,
0.59,1.43,1.43,2.1,-1,520,407.46,147.46,25,322.4626866,62.46268657,520,75,2,657.4,50,0,2,0,0.000254648,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,50,0,1,0,0.000127324,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,63.8888888,0,3,0,0.000233949,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,77.7777777,0,5,0,0.000263093,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,91.6666666,0,9,0,0.000340934,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,105.555555,0,11,0,0.000314254,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,119.444444,0,14,0,0.000312354,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,133.333333,0,18,0,0.000322289,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,147.222222,0,21,0,0.000308406,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,161.111111,0,26,0,0.00031884,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,175,0,43,0,0.000446933,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,188.888888,0,63,0,0.000562054,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,202.777777,0,63,0,0.000487697,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,216.666666,0,63,0,0.000427176,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,230.555555,0,63,0,0.000377259,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,244.444444,0,63,0,0.000335607,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,258.333333,0,63,0,0.00030049,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,272.222222,0,63,0,0.00027061,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,286.111111,0,63,0,0.000244975,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,300,0,63,0,0.000222817,
0.59,1.43,1.43,2.1,-1,560,438.8,158.8,25,353.8059701,73.80597015,560,75,2,708.8,50,0,1,0,0.000127324,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,50,0,0,0,0,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,63.8888888,0,1,0,7.7983E-05,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,77.7777777,0,2,0,0.000105237,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,91.6666666,0,5,0,0.000189408,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,105.555555,0,6,0,0.000171411,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,119.444444,0,7,0,0.000156177,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,133.333333,0,11,0,0.000196954,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,147.222222,0,14,0,0.000205604,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,161.111111,0,23,0,0.000282051,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,175,0,32,0,0.000332602,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,188.888888,0,53,0,0.000472839,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,202.777777,0,70,0,0.000541886,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,216.666666,0,70,0,0.00047464,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,230.555555,0,70,0,0.000419177,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,244.444444,0,70,0,0.000372896,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,258.333333,0,70,0,0.000333878,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,272.222222,0,70,0,0.000300678,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,286.111111,0,71,0,0.000276083,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,300,0,72,0,0.000254648,
0.59,1.43,1.43,2.1,-1,600,470.14,170.14,25,385.1492537,85.14925373,600,75,2,760.1,50,0,0,0,0,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,50,0,20,0,0.002546481,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,63.8888888,0,21,0,0.001637643,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,77.7777777,0,22,0,0.00115761,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,91.6666666,0,27,0,0.001022802,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,105.555555,0,35,0,0.000999899,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,119.444444,0,49,0,0.001093238,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,133.333333,0,53,0,0.000948962,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,147.222222,0,55,0,0.00080773,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,161.111111,0,55,0,0.000674469,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,175,0,55,0,0.000571659,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,188.888888,0,55,0,0.000490682,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,202.777777,0,55,0,0.000425767,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,216.666666,0,55,0,0.000372931,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,230.555555,0,55,0,0.000329353,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,244.444444,0,55,0,0.00029299,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,258.333333,0,55,0,0.000262333,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,272.222222,0,55,0,0.000236247,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,286.111111,0,55,0,0.000213867,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,300,0,55,0,0.000194523,
0.59,1.43,1.53,2.1,-1,120,110.52,50.526,25,60,0,120,75,2,195,50,0,20,0,0.002546481,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,50,0,28,0,0.003565074,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,63.8888888,0,28,0,0.002183523,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,77.7777777,0,28,0,0.001473321,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,91.6666666,0,28,0,0.001060683,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,105.555555,0,30,0,0.000857057,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,119.444444,0,32,0,0.000713951,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,133.333333,0,36,0,0.000644578,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,147.222222,0,47,0,0.000690242,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,161.111111,0,55,0,0.000674469,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,175,0,67,0,0.000696385,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,188.888888,0,75,0,0.000669112,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,202.777777,0,81,0,0.000627039,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,216.666666,0,88,0,0.00059669,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,230.555555,0,90,0,0.000538942,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,244.444444,0,92,0,0.000490092,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,258.333333,0,95,0,0.00045312,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,272.222222,0,97,0,0.000416654,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,286.111111,0,97,0,0.000377184,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,300,0,97,0,0.000343068,
0.59,1.43,1.53,2.1,-1,160,147.36,67.368,25,80,0,160,75,2,235,50,0,28,0,0.003565074,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,50,0,12,0,0.001527889,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,63.8888888,0,28,0,0.002183523,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,77.7777777,0,28,0,0.001473321,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,91.6666666,0,28,0,0.001060683,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,105.555555,0,28,0,0.00079992,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,119.444444,0,28,0,0.000624707,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,133.333333,0,28,0,0.000501338,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,147.222222,0,29,0,0.000425894,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,161.111111,0,31,0,0.000380155,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,175,0,35,0,0.000363783,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,188.888888,0,39,0,0.000347938,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,202.777777,0,48,0,0.000371579,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,216.666666,0,58,0,0.000393273,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,230.555555,0,68,0,0.0004072,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,244.444444,0,79,0,0.00042084,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,258.333333,0,88,0,0.000419732,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,272.222222,0,103,0,0.000442426,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,286.111111,0,121,0,0.000470507,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,300,0,126,0,0.000445634,
0.59,1.43,1.53,2.1,-1,200,184.21,84.21,25,100,0,200,75,2,275,50,0,12,0,0.001527889,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,50,0,6,0,0.000763944,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,63.8888888,0,14,0,0.001091762,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,77.7777777,0,30,0,0.001578559,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,91.6666666,0,30,0,0.001136446,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,105.555555,0,30,0,0.000857057,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,119.444444,0,30,0,0.000669329,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,133.333333,0,30,0,0.000537148,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,147.222222,0,31,0,0.000455266,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,161.111111,0,32,0,0.000392419,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,175,0,33,0,0.000342995,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,188.888888,0,34,0,0.000303331,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,202.777777,0,38,0,0.000294167,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,216.666666,0,41,0,0.000278003,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,230.555555,0,48,0,0.000287436,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,244.444444,0,57,0,0.000303644,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,258.333333,0,66,0,0.000314799,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,272.222222,0,74,0,0.000317859,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,286.111111,0,82,0,0.000318856,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,300,0,96,0,0.000339531,
0.59,1.43,1.53,2.1,-1,240,221.05,101.05,25,136.0526316,16.05263158,240,75,2,331,50,0,6,0,0.000763944,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,50,0,10,0,0.001273241,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,63.8888888,0,16,0,0.001247728,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,77.7777777,0,25,0,0.001315465,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,91.6666666,0,40,0,0.001515262,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,105.555555,0,40,0,0.001142742,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,119.444444,0,40,0,0.000892439,
