 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 150              , 406.716417, -1          , 2         , 19.62185, 145      , 0          , 20        , 0           , 220     , 2.8071892511 , 17.059621, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 160              , 416.716417, -1          , 2         , 19.18577, 145      , 0          , 20        , 0           , 247     , 2.8071892511 , 18.084452, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 170              , 426.716417, -1          , 2         , 18.76797, 145      , 0          , 20        , 0           , 252     , 2.8071892511 , 18.268127, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 180              , 436.716417, -1          , 2         , 18.36736, 145      , 0          , 20        , 0           , 236     , 2.8071892511 , 17.673877, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 190              , 446.716417, -1          , 2         , 17.98294, 145      , 0          , 20        , 0           , 254     , 2.8071892511 , 18.341099, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 200              , 456.716417, -1          , 2         , 17.61379, 145      , 0          , 20        , 0           , 271     , 2.5625587331 , 18.95041 , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 210              , 466.716417, -1          , 2         , 17.25903, 145      , 0          , 20        , 0           , 258     , 2.2919839967 , 18.486209, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 220              , 476.716417, -1          , 2         , 16.91787, 145      , 0          , 20        , 0           , 290     , 2.5625587331 , 19.60981 , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 230              , 486.716417, -1          , 2         , 16.58957, 145      , 0          , 20        , 0           , 275     , 2.5625587331 , 19.091052, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 240              , 496.716417, -1          , 2         , 16.27342, 145      , 0          , 20        , 0           , 294     , 2.2919839967 , 19.745932, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 250              , 506.716417, -1          , 2         , 15.96879, 145      , 0          , 20        , 0           , 279     , 2.5625587331 , 19.230703, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 260              , 516.716417, -1          , 2         , 15.67508, 145      , 0          , 20        , 0           , 297     , 2.8071892511 , 19.847436, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 270              , 526.716417, -1          , 2         , 15.39172, 145      , 0          , 20        , 0           , 274     , 2.5625587331 , 19.055985, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 280              , 536.716417, -1          , 2         , 15.11818, 145      , 0          , 20        , 0           , 303     , 2.2919839967 , 20.048962, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 290              , 546.716417, -1          , 2         , 14.85399, 145      , 0          , 20        , 0           , 307     , 2.5625587331 , 20.182241, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 300              , 556.716417, -1          , 2         , 14.59867, 145      , 0          , 20        , 0           , 303     , 2.8071892511 , 20.048962, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 0                , 256.716417, -1          , 2         , 29.45887, 145      , 0          , 20        , 0           , 35      , 5.2530846071 , 6.7832889, 0         , 0     
 , , 2.1       , 200        ,  , , , , , , , , , , 40        
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 0                , 256.716417, -1          , 2         , 32.73017, 165      , 0          , 40        , 0           , 209     , 9.4602043276 , 16.624565, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 10               , 266.716417, -1          , 2         , 31.74236, 165      , 0          , 40        , 0           , 223     , 9.1771314715 , 17.176416, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 20               , 276.716417, -1          , 2         , 30.8067 , 165      , 0          , 40        , 0           , 240     , 9.0322982035 , 17.824235, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 30               , 286.716417, -1          , 2         , 29.91963, 165      , 0          , 40        , 0           , 280     , 8.5061469534 , 19.265464, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 40               , 296.716417, -1          , 2         , 29.07784, 165      , 0          , 40        , 0           , 298     , 8.4283225817 , 19.88116 , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 50               , 306.716417, -1          , 2         , 28.2783 , 165      , 0          , 40        , 0           , 349     , 7.8621684078 , 21.533987, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 60               , 316.716417, -1          , 2         , 27.51819, 165      , 0          , 40        , 0           , 378     , 7.6067293468 , 22.421946, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 70               , 326.716417, -1          , 2         , 26.79492, 165      , 0          , 40        , 0           , 423     , 7.0683795805 , 23.737403, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 80               , 336.716417, -1          , 2         , 26.10608, 165      , 0          , 40        , 0           , 488     , 7.5196667119 , 25.524648, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 90               , 346.716417, -1          , 2         , 25.44946, 165      , 0          , 40        , 0           , 543     , 7.3424630806 , 26.950299, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 100              , 356.716417, -1          , 2         , 24.82301, 165      , 0          , 40        , 0           , 631     , 7.4315901197 , 29.096727, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 110              , 366.716417, -1          , 2         , 24.22483, 165      , 0          , 40        , 0           , 662     , 7.1609003063 , 29.819069, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 120              , 376.716417, -1          , 2         , 23.65319, 165      , 0          , 40        , 0           , 637     , 7.1609003063 , 29.237803, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 130              , 386.716417, -1          , 2         , 23.10645, 165      , 0          , 40        , 0           , 717     , 6.879625535  , 31.063052, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 140              , 396.716417, -1          , 2         , 22.58312, 165      , 0          , 40        , 0           , 678     , 6.9746379595 , 30.185736, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 150              , 406.716417, -1          , 2         , 22.0818 , 165      , 0          , 40        , 0           , 702     , 6.6855708284 , 30.728299, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 160              , 416.716417, -1          , 2         , 21.60122, 165      , 0          , 40        , 0           , 719     , 6.879625535  , 31.10744 , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 170              , 426.716417, -1          , 2         , 21.14017, 165      , 0          , 40        , 0           , 746     , 6.879625535  , 31.701211, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 180              , 436.716417, -1          , 2         , 20.69754, 165      , 0          , 40        , 0           , 716     , 6.4857396788 , 31.040836, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 190              , 446.716417, -1          , 2         , 20.2723 , 165      , 0          , 40        , 0           , 749     , 6.4857396788 , 31.76657 , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 200              , 456.716417, -1          , 2         , 19.86349, 165      , 0          , 40        , 0           , 791     , 6.3834890237 , 32.669313, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 210              , 466.716417, -1          , 2         , 19.47022, 165      , 0          , 40        , 0           , 751     , 5.9570347897 , 31.810077, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 220              , 476.716417, -1          , 2         , 19.09164, 165      , 0          , 40        , 0           , 804     , 5.9570347897 , 32.944262, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 230              , 486.716417, -1          , 2         , 18.72699, 165      , 0          , 40        , 0           , 722     , 6.0664486091 , 31.173916, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 240              , 496.716417, -1          , 2         , 18.37553, 165      , 0          , 40        , 0           , 731     , 5.8455809092 , 31.372584, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 250              , 506.716417, -1          , 2         , 18.03659, 165      , 0          , 40        , 0           , 705     , 5.8455809092 , 30.795512, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 260              , 516.716417, -1          , 2         , 17.70953, 165      , 0          , 40        , 0           , 763     , 5.7319679652 , 32.070004, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 270              , 526.716417, -1          , 2         , 17.39376, 165      , 0          , 40        , 0           , 714     , 5.8455809092 , 30.996362, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 280              , 536.716417, -1          , 2         , 17.08873, 165      , 0          , 40        , 0           , 746     , 5.4977269478 , 31.701211, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 290              , 546.716417, -1          , 2         , 16.7939 , 165      , 0          , 40        , 0           , 688     , 5.2530846071 , 30.412867, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 300              , 556.716417, -1          , 2         , 16.5088 , 165      , 0          , 40        , 0           , 678     , 5.1264000819 , 30.185736, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 0                , 256.716417, -1          , 2         , 32.73017, 165      , 0          , 40        , 0           , 209     , 9.4602043276 , 16.624565, 0         , 0     
 , , 2.1       , 200        ,  , , , , , , , , , , 60        
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 0                , 256.716417, -1          , 2         , 35.77801, 185      , 0          , 60        , 0           , 753     , 13.492615415 , 31.85353 , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 10               , 266.716417, -1          , 2         , 34.74597, 185      , 0          , 60        , 0           , 832     , 13.244814009 , 33.529659, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 20               , 276.716417, -1          , 2         , 33.76488, 185      , 0          , 60        , 0           , 844     , 12.735017033 , 33.777794, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 30               , 286.716417, -1          , 2         , 32.83159, 185      , 0          , 60        , 0           , 944     , 12.312251505 , 35.786659, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 40               , 296.716417, -1          , 2         , 31.94316, 185      , 0          , 60        , 0           , 888     , 11.81886614  , 34.67423 , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 50               , 306.716417, -1          , 2         , 31.09682, 185      , 0          , 60        , 0           , 940     , 11.649830618 , 35.7082  , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 60               , 316.716417, -1          , 2         , 30.29   , 185      , 0          , 60        , 0           , 960     , 11.245676203 , 36.099016, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 70               , 326.716417, -1          , 2         , 29.52028, 185      , 0          , 60        , 0           , 948     , 10.826646265 , 35.864969, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 80               , 336.716417, -1          , 2         , 28.78543, 185      , 0          , 60        , 0           , 894     , 10.642074986 , 34.7949  , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 90               , 346.716417, -1          , 2         , 28.08336, 185      , 0          , 60        , 0           , 942     , 10.263095898 , 35.747448, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 100              , 356.716417, -1          , 2         , 27.41212, 185      , 0          , 60        , 0           , 948     , 9.8697369311 , 35.864969, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 110              , 366.716417, -1          , 2         , 26.76989, 185      , 0          , 60        , 0           , 893     , 9.8026584238 , 34.774814, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 120              , 376.716417, -1          , 2         , 26.15498, 185      , 0          , 60        , 0           , 888     , 9.5986383834 , 34.67423 , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 130              , 386.716417, -1          , 2         , 25.56583, 185      , 0          , 60        , 0           , 930     , 9.4602043276 , 35.511396, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 140              , 396.716417, -1          , 2         , 25.00096, 185      , 0          , 60        , 0           , 902     , 9.248704791  , 34.955227, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 150              , 406.716417, -1          , 2         , 24.459  , 185      , 0          , 60        , 0           , 891     , 8.959010987  , 34.734611, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 160              , 416.716417, -1          , 2         , 23.93868, 185      , 0          , 60        , 0           , 879     , 8.959010987  , 34.492532, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 170              , 426.716417, -1          , 2         , 23.43881, 185      , 0          , 60        , 0           , 933     , 8.7354913605 , 35.570536, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 180              , 436.716417, -1          , 2         , 22.95828, 185      , 0          , 60        , 0           , 885     , 8.6597130358 , 34.613757, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 190              , 446.716417, -1          , 2         , 22.49605, 185      , 0          , 60        , 0           , 879     , 8.4283225817 , 34.492532, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 200              , 456.716417, -1          , 2         , 22.05116, 185      , 0          , 60        , 0           , 879     , 8.0279744361 , 34.492532, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 210              , 466.716417, -1          , 2         , 21.62269, 185      , 0          , 60        , 0           , 901     , 8.2704931856 , 34.935222, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 220              , 476.716417, -1          , 2         , 21.2098 , 185      , 0          , 60        , 0           , 871     , 7.7779485501 , 34.330316, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 230              , 486.716417, -1          , 2         , 20.8117 , 185      , 0          , 60        , 0           , 866     , 7.5196667119 , 34.228589, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 240              , 496.716417, -1          , 2         , 20.42764, 185      , 0          , 60        , 0           , 873     , 7.6067293468 , 34.370933, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 250              , 506.716417, -1          , 2         , 20.05692, 185      , 0          , 60        , 0           , 891     , 7.3424630806 , 34.734611, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 260              , 516.716417, -1          , 2         , 19.69889, 185      , 0          , 60        , 0           , 861     , 7.3424630806 , 34.126596, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 270              , 526.716417, -1          , 2         , 19.35294, 185      , 0          , 60        , 0           , 834     , 7.252246865  , 33.571127, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 280              , 536.716417, -1          , 2         , 19.01848, 185      , 0          , 60        , 0           , 830     , 7.1609003063 , 33.488145, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 290              , 546.716417, -1          , 2         , 18.69498, 185      , 0          , 60        , 0           , 804     , 7.1609003063 , 32.944262, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 300              , 556.716417, -1          , 2         , 18.38193, 185      , 0          , 60        , 0           , 814     , 7.252246865  , 33.154383, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 0                , 256.716417, -1          , 2         , 35.77801, 185      , 0          , 60        , 0           , 753     , 13.492615415 , 31.85353 , 0         , 0     
 , , 2.1       , 200        ,  , , , , , , , , , , 80        
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 0                , 256.716417, -1          , 2         , 38.60899, 205      , 0          , 80        , 0           , 937     , 17.098638832 , 35.649258, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 10               , 266.716417, -1          , 2         , 37.54611, 205      , 0          , 80        , 0           , 936     , 16.503980742 , 35.629591, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 20               , 276.716417, -1          , 2         , 36.53218, 205      , 0          , 80        , 0           , 964     , 15.803785926 , 36.176741, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 30               , 286.716417, -1          , 2         , 35.56447, 205      , 0          , 80        , 0           , 899     , 15.290751375 , 34.89518 , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 40               , 296.716417, -1          , 2         , 34.64041, 205      , 0          , 80        , 0           , 919     , 15.115966307 , 35.293811, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 50               , 306.716417, -1          , 2         , 33.75757, 205      , 0          , 80        , 0           , 945     , 14.715290062 , 35.80625 , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 60               , 316.716417, -1          , 2         , 32.91363, 205      , 0          , 80        , 0           , 942     , 14.163833683 , 35.747448, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 70               , 326.716417, -1          , 2         , 32.10644, 205      , 0          , 80        , 0           , 891     , 14.163833683 , 34.734611, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 80               , 336.716417, -1          , 2         , 31.33393, 205      , 0          , 80        , 0           , 886     , 13.639174766 , 34.633925, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 90               , 346.716417, -1          , 2         , 30.59418, 205      , 0          , 80        , 0           , 894     , 13.639174766 , 34.7949  , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 100              , 356.716417, -1          , 2         , 29.88538, 205      , 0          , 80        , 0           , 888     , 13.394034988 , 34.67423 , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 110              , 366.716417, -1          , 2         , 29.20584, 205      , 0          , 80        , 0           , 933     , 12.992373202 , 35.570536, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 120              , 376.716417, -1          , 2         , 28.55396, 205      , 0          , 80        , 0           , 939     , 12.941304503 , 35.688562, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 130              , 386.716417, -1          , 2         , 27.92825, 205      , 0          , 80        , 0           , 883     , 12.578118655 , 34.57339 , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 140              , 396.716417, -1          , 2         , 27.32729, 205      , 0          , 80        , 0           , 897     , 12.204308614 , 34.855098, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 150              , 406.716417, -1          , 2         , 26.74978, 205      , 0          , 80        , 0           , 942     , 11.649830618 , 35.747448, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 160              , 416.716417, -1          , 2         , 26.19447, 205      , 0          , 80        , 0           , 942     , 11.478340954 , 35.747448, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 170              , 426.716417, -1          , 2         , 25.66022, 205      , 0          , 80        , 0           , 954     , 11.127543658 , 35.982157, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 180              , 436.716417, -1          , 2         , 25.14593, 205      , 0          , 80        , 0           , 885     , 10.887482877 , 34.613757, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 190              , 446.716417, -1          , 2         , 24.65058, 205      , 0          , 80        , 0           , 884     , 10.642074986 , 34.593579, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 200              , 456.716417, -1          , 2         , 24.17322, 205      , 0          , 80        , 0           , 882     , 10.765469991 , 34.553191, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 210              , 466.716417, -1          , 2         , 23.71294, 205      , 0          , 80        , 0           , 888     , 10.263095898 , 34.67423 , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 220              , 476.716417, -1          , 2         , 23.26891, 205      , 0          , 80        , 0           , 910     , 10.068317804 , 35.114915, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 230              , 486.716417, -1          , 2         , 22.84033, 205      , 0          , 80        , 0           , 884     , 9.9363670721 , 34.593579, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 240              , 496.716417, -1          , 2         , 22.42644, 205      , 0          , 80        , 0           , 871     , 9.6671189116 , 34.330316, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 250              , 506.716417, -1          , 2         , 22.02655, 205      , 0          , 80        , 0           , 869     , 9.3197332062 , 34.289657, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 260              , 516.716417, -1          , 2         , 21.64   , 205      , 0          , 80        , 0           , 898     , 9.4602043276 , 34.875144, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 270              , 526.716417, -1          , 2         , 21.26617, 205      , 0          , 80        , 0           , 897     , 9.248704791  , 34.855098, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 280              , 536.716417, -1          , 2         , 20.90446, 205      , 0          , 80        , 0           , 900     , 9.1050003968 , 34.915206, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 290              , 546.716417, -1          , 2         , 20.55433, 205      , 0          , 80        , 0           , 858     , 8.8851242702 , 34.065271, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 300              , 556.716417, -1          , 2         , 20.21524, 205      , 0          , 80        , 0           , 847     , 8.8106229698 , 33.839578, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 0                , 256.716417, -1          , 2         , 38.60899, 205      , 0          , 80        , 0           , 937     , 17.098638832 , 35.649258, 0         , 0     
 , , 2.1       , 200        ,  , , , , , , , , , , 100       
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 0                , 256.716417, -1          , 2         , 41.23305, 225      , 0          , 100       , 0           , 889     , 21.471462039 , 34.694367, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 10               , 266.716417, -1          , 2         , 40.15073, 225      , 0          , 100       , 0           , 941     , 20.771855045 , 35.727829, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 20               , 276.716417, -1          , 2         , 39.11479, 225      , 0          , 100       , 0           , 934     , 20.115708054 , 35.590231, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 30               , 286.716417, -1          , 2         , 38.12296, 225      , 0          , 100       , 0           , 895     , 19.507120427 , 34.814976, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 40               , 296.716417, -1          , 2         , 37.17303, 225      , 0          , 100       , 0           , 945     , 18.844265855 , 35.80625 , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 50               , 306.716417, -1          , 2         , 36.2629 , 225      , 0          , 100       , 0           , 932     , 18.341099468 , 35.550832, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 60               , 316.716417, -1          , 2         , 35.39054, 225      , 0          , 100       , 0           , 944     , 17.711582625 , 35.786659, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 70               , 326.716417, -1          , 2         , 34.55404, 225      , 0          , 100       , 0           , 898     , 17.407725223 , 34.875144, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 80               , 336.716417, -1          , 2         , 33.75156, 225      , 0          , 100       , 0           , 888     , 16.423113106 , 34.67423 , 0         , 0     
