 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 260              , 531.153846, -1          , 2         , 38.66486, 425      , 200        , 100       , 0           , 324     , 11.362596283 , 20.739519, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 270              , 541.153846, -1          , 2         , 38.14463, 425      , 200        , 100       , 0           , 312     , 10.887482877 , 20.347663, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 280              , 551.153846, -1          , 2         , 37.63616, 425      , 200        , 100       , 0           , 319     , 10.642074986 , 20.577113, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 290              , 561.153846, -1          , 2         , 37.13912, 425      , 200        , 100       , 0           , 308     , 10.826646265 , 20.215429, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 300              , 571.153846, -1          , 2         , 36.65322, 425      , 200        , 100       , 0           , 311     , 10.703948228 , 20.314682, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 0                , 271.153846, -1          , 2         , 57.46175, 425      , 200        , 100       , 0           , 291     , 20.707135911 , 19.643926, 0         , 0     
 , , 1.768     , 150        ,  , , , , , , , , , , 120       
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 0                , 271.153846, -1          , 2         , 58.6446 , 445      , 200        , 120       , 0           , 363     , 24.38385925  , 21.966917, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 10               , 281.153846, -1          , 2         , 57.71504, 445      , 200        , 120       , 0           , 327     , 23.851014528 , 20.836382, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 20               , 291.153846, -1          , 2         , 56.80414, 445      , 200        , 120       , 0           , 335     , 22.838876675 , 21.092603, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 30               , 301.153846, -1          , 2         , 55.91181, 445      , 200        , 120       , 0           , 328     , 22.361783997 , 20.868574, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 40               , 311.153846, -1          , 2         , 55.0379 , 445      , 200        , 120       , 0           , 301     , 21.844055913 , 19.982003, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 321.153846, -1          , 2         , 54.18224, 445      , 200        , 120       , 0           , 320     , 21.156195903 , 20.609692, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 60               , 331.153846, -1          , 2         , 53.34463, 445      , 200        , 120       , 0           , 332     , 20.24856571  , 20.99687 , 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 70               , 341.153846, -1          , 2         , 52.52486, 445      , 200        , 120       , 0           , 324     , 19.711986936 , 20.739519, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 80               , 351.153846, -1          , 2         , 51.72268, 445      , 200        , 120       , 0           , 300     , 19.230703939 , 19.948443, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 90               , 361.153846, -1          , 2         , 50.93784, 445      , 200        , 120       , 0           , 289     , 18.666065618 , 19.575638, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 371.153846, -1          , 2         , 50.17008, 445      , 200        , 120       , 0           , 296     , 18.194872338 , 19.813657, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 110              , 381.153846, -1          , 2         , 49.4191 , 445      , 200        , 120       , 0           , 334     , 17.824235824 , 21.060738, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 120              , 391.153846, -1          , 2         , 48.68461, 445      , 200        , 120       , 0           , 326     , 17.176416015 , 20.804142, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 130              , 401.153846, -1          , 2         , 47.96631, 445      , 200        , 120       , 0           , 314     , 16.784034347 , 20.413472, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 140              , 411.153846, -1          , 2         , 47.26388, 445      , 200        , 120       , 0           , 298     , 16.503980742 , 19.88116 , 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 150              , 421.153846, -1          , 2         , 46.57701, 445      , 200        , 120       , 0           , 333     , 16.012819519 , 21.028827, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 160              , 431.153846, -1          , 2         , 45.90538, 445      , 200        , 120       , 0           , 322     , 15.887720871 , 20.674703, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 170              , 441.153846, -1          , 2         , 45.24867, 445      , 200        , 120       , 0           , 305     , 15.420570793 , 20.115708, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 180              , 451.153846, -1          , 2         , 44.60655, 445      , 200        , 120       , 0           , 322     , 15.420570793 , 20.674703, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 190              , 461.153846, -1          , 2         , 43.9787 , 445      , 200        , 120       , 0           , 300     , 15.115966307 , 19.948443, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 200              , 471.153846, -1          , 2         , 43.36479, 445      , 200        , 120       , 0           , 331     , 14.80524509  , 20.964866, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 210              , 481.153846, -1          , 2         , 42.7645 , 445      , 200        , 120       , 0           , 326     , 14.396119972 , 20.804142, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 220              , 491.153846, -1          , 2         , 42.17751, 445      , 200        , 120       , 0           , 332     , 14.442138231 , 20.99687 , 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 230              , 501.153846, -1          , 2         , 41.6035 , 445      , 200        , 120       , 0           , 296     , 14.210588385 , 19.813657, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 240              , 511.153846, -1          , 2         , 41.04215, 445      , 200        , 120       , 0           , 325     , 13.832217183 , 20.771855, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 250              , 521.153846, -1          , 2         , 40.49317, 445      , 200        , 120       , 0           , 322     , 13.784205158 , 20.674703, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 260              , 531.153846, -1          , 2         , 39.95623, 445      , 200        , 120       , 0           , 328     , 13.492615415 , 20.868574, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 270              , 541.153846, -1          , 2         , 39.43104, 445      , 200        , 120       , 0           , 322     , 13.244814009 , 20.674703, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 280              , 551.153846, -1          , 2         , 38.9173 , 445      , 200        , 120       , 0           , 299     , 13.244814009 , 19.914829, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 290              , 561.153846, -1          , 2         , 38.41473, 445      , 200        , 120       , 0           , 317     , 13.144409277 , 20.511807, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 300              , 571.153846, -1          , 2         , 37.92303, 445      , 200        , 120       , 0           , 314     , 12.992373202 , 20.413472, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 0                , 271.153846, -1          , 2         , 58.6446 , 445      , 200        , 120       , 0           , 363     , 24.38385925  , 21.966917, 0         , 0     
 , , 1.768     , 150        ,  , , , , , , , , , , 140       
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 0                , 271.153846, -1          , 2         , 59.7524 , 465      , 200        , 140       , 0           , 483     , 27.526149637 , 25.391355, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 10               , 281.153846, -1          , 2         , 58.8415 , 465      , 200        , 140       , 0           , 441     , 27.076446195 , 24.244704, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 20               , 291.153846, -1          , 2         , 57.94778, 465      , 200        , 140       , 0           , 463     , 26.337015573 , 24.851512, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 30               , 301.153846, -1          , 2         , 57.07118, 465      , 200        , 140       , 0           , 431     , 25.946890755 , 23.964118, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 40               , 311.153846, -1          , 2         , 56.21161, 465      , 200        , 140       , 0           , 382     , 25.284248877 , 22.541815, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 321.153846, -1          , 2         , 55.36896, 465      , 200        , 140       , 0           , 351     , 24.439312785 , 21.596339, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 60               , 331.153846, -1          , 2         , 54.54309, 465      , 200        , 140       , 0           , 360     , 23.651858175 , 21.874832, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 70               , 341.153846, -1          , 2         , 53.73383, 465      , 200        , 140       , 0           , 349     , 22.77975789  , 21.533987, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 80               , 351.153846, -1          , 2         , 52.941  , 465      , 200        , 140       , 0           , 334     , 22.149993999 , 21.060738, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 90               , 361.153846, -1          , 2         , 52.1644 , 465      , 200        , 140       , 0           , 295     , 21.874832716 , 19.779822, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 371.153846, -1          , 2         , 51.40382, 465      , 200        , 140       , 0           , 336     , 21.21960641  , 21.124422, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 110              , 381.153846, -1          , 2         , 50.65901, 465      , 200        , 140       , 0           , 333     , 20.804142439 , 21.028827, 0         , 0     
 .67       , .625      , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 120              , 391.153846, -1          , 2         , 49.92975, 465      , 200        , 140       , 0           , 333     , 19.881159964 , 21.028827, 0         , 0     
